service_period,unit_number,unit_status,resident_id,resident_name,number_of_occupants,square_footage,bedrooms,days_occupied,water_usage,water_charge,sewer_usage,sewer_charge,gas_usage,gas_charge,electric_usage,electric_charge,total_charge
2020-04-01,547,occupied,3501169,Mark Hines,1,1200,3,30,8.29,23.21,24.87,42.28,28.72,37.34,124.52,19.92,122.75
2020-05-01,547,occupied,3501169,Mark Hines,1,1200,3,30,5.57,15.6,16.71,28.41,23.22,30.19,121.43,19.43,93.63
2020-06-01,547,occupied,3501169,Mark Hines,1,1200,3,30,6.67,18.68,20.01,34.02,21.26,27.64,86.66,13.87,94.21
2020-07-01,547,occupied,3501169,Mark Hines,1,1200,3,30,5.27,14.76,15.81,26.88,12.29,15.98,103.36,16.54,74.16
2020-08-01,547,occupied,3501169,Mark Hines,1,1200,3,30,5.03,14.08,15.09,25.65,16.36,21.27,90.45,14.47,75.47
2020-09-01,547,occupied,3501169,Mark Hines,1,1200,3,30,21.24638016,59.49,80.23945742,136.41,25.15023717,32.7,252.6226663,40.42,269.02
2020-10-01,547,occupied,3501169,Mark Hines,1,1200,3,30,9.3,26.04,27.9,47.43,24.28,31.56,64.24,10.28,115.31
2020-11-01,547,occupied,3501169,Mark Hines,1,1200,3,30,3.18,8.9,9.54,16.22,21.48,27.92,107.91,17.27,70.31
2020-12-01,547,occupied,3501169,Mark Hines,1,1200,3,30,7.28,20.38,21.84,37.13,17.03,22.14,130.94,20.95,100.6
2021-01-01,547,occupied,3501169,Mark Hines,1,1200,3,30,9.95,27.86,29.85,50.74,10.74,13.96,115.45,18.47,111.03
2021-11-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.99,25.17,26.97,45.85,14.7,19.11,77.33,12.37,102.5
2021-12-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.12,17.14,18.36,31.21,11.4,14.82,143.83,23.01,86.18
2022-01-01,547,occupied,8473296,Donna Lam,1,1200,3,30,3.35,9.38,10.05,17.09,17.98,23.37,64.59,10.33,60.17
2022-02-01,547,occupied,8473296,Donna Lam,1,1200,3,30,9.23,25.84,27.69,47.07,11.74,15.26,136.48,21.84,110.01
2022-03-01,547,occupied,8473296,Donna Lam,1,1200,3,30,5.06,14.17,15.18,25.81,26.49,34.44,54.51,8.72,83.14
2022-04-01,547,occupied,8473296,Donna Lam,1,1200,3,30,7.98,22.34,23.94,40.7,20.35,26.46,139.17,22.27,111.77
2022-05-01,547,occupied,8473296,Donna Lam,1,1200,3,30,5.55,15.54,16.65,28.3,24.2,31.46,142.46,22.79,98.09
2022-06-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.95,19.46,20.85,35.45,24.94,32.42,109.4,17.5,104.83
2022-07-01,547,occupied,8473296,Donna Lam,1,1200,3,30,7.11,19.91,21.33,36.26,20.84,27.09,144.5,23.12,106.38
2022-08-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.28,23.18,24.84,42.23,22.43,29.16,143.77,23,117.57
2022-09-01,547,occupied,8473296,Donna Lam,1,1200,3,30,4.75,13.3,14.25,24.22,14.28,18.56,125.79,20.13,76.21
2022-10-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.64,24.19,25.92,44.06,15.27,19.85,71.61,11.46,99.56
2022-11-01,547,occupied,8473296,Donna Lam,1,1200,3,30,4.23,11.84,12.69,21.57,21.42,27.85,112.44,17.99,79.25
2022-12-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.03,16.88,18.09,30.75,28.55,37.12,136.5,21.84,106.59
2023-01-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.91,24.95,26.73,45.44,14.44,18.77,59.46,9.51,98.67
2023-02-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.14,17.19,18.42,31.31,11.77,15.3,121.64,19.46,83.26
2023-03-01,547,occupied,8473296,Donna Lam,1,1200,3,30,4.63,12.96,13.89,23.61,20.82,27.07,91.02,14.56,78.2
2023-04-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.67,18.68,20.01,34.02,17.97,23.36,109.33,17.49,93.55
2023-05-01,547,occupied,8473296,Donna Lam,1,1200,3,30,9.56,26.77,28.68,48.76,15.31,19.9,68.51,10.96,106.39
2023-06-01,547,occupied,8473296,Donna Lam,1,1200,3,30,7.64,21.39,22.92,38.96,24.93,32.41,81.15,12.98,105.74
2023-07-01,547,occupied,8473296,Donna Lam,1,1200,3,30,9.04,25.31,27.12,46.1,15.08,19.6,120.08,19.21,110.22
2023-08-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.16,22.85,24.48,41.62,26.59,34.57,52.94,8.47,107.51
2023-09-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.03,16.88,18.09,30.75,26.31,34.2,82.6,13.22,95.05
2023-10-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.83,24.72,26.49,45.03,11.3,14.69,73.81,11.81,96.25
2023-11-01,547,occupied,8473296,Donna Lam,1,1200,3,30,4.96,13.89,14.88,25.3,25.2,32.76,147.92,23.67,95.62
2023-12-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.06,16.97,18.18,30.91,26.76,34.79,117.93,18.87,101.54
2024-01-01,547,occupied,8473296,Donna Lam,1,1200,3,30,5.24,14.67,15.72,26.72,14.34,18.64,73.15,11.7,71.73
2024-02-01,547,occupied,8473296,Donna Lam,1,1200,3,30,5.68,15.9,17.04,28.97,14.25,18.53,52.52,8.4,71.8
2024-03-01,547,occupied,8473296,Donna Lam,1,1200,3,30,9.23,25.84,27.69,47.07,11.2,14.56,67.74,10.84,98.31
2024-04-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.47,23.72,25.41,43.2,23.32,30.32,51.73,8.28,105.52
2024-05-01,547,occupied,8473296,Donna Lam,1,1200,3,30,3.15,8.82,9.45,16.06,15.71,20.42,80.82,12.93,58.23
2024-06-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.04,22.51,24.12,41,21.59,28.07,107.81,17.25,108.83
2024-07-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.84,24.75,26.52,45.08,28.42,36.95,59.85,9.58,116.36
2024-08-01,547,occupied,8473296,Donna Lam,1,1200,3,30,8.83,24.72,26.49,45.03,26.62,34.61,78.88,12.62,116.98
2024-09-01,547,occupied,8473296,Donna Lam,1,1200,3,30,3.71,10.39,11.13,18.92,23.3,30.29,109.34,17.49,77.09
2024-10-01,547,occupied,8473296,Donna Lam,1,1200,3,30,9.76,27.33,29.28,49.78,27.01,35.11,125.55,20.09,132.31
2024-11-01,547,occupied,8473296,Donna Lam,1,1200,3,30,6.85,19.18,20.55,34.93,17.91,23.28,130.5,20.88,98.27
2024-12-01,547,occupied,8473296,Donna Lam,1,1200,3,30,7.65,21.42,22.95,39.02,26.6,34.58,68.3,10.93,105.95
2025-01-01,547,occupied,8473296,Donna Lam,1,1200,3,30,7.53,21.08,22.59,38.4,26.86,34.92,85.94,13.75,108.15
2021-02-01,547,vacant,0,null,0,1200,3,12,0.31,0.87,0.93,1.58,0.03,0.04,1.87,0.3,2.79
2021-10-01,547,vacant,0,null,0,1200,3,26,0.38,1.06,1.14,1.94,0.33,0.43,0.46,0.07,3.5
2023-10-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,7.45,20.86,22.35,38,18.71,24.32,138.8,22.21,105.39
2023-11-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,7.59,21.25,22.77,38.71,19.52,25.38,86.46,13.83,99.17
2023-12-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,6.12,17.14,18.36,31.21,27.64,35.93,147.46,23.59,107.87
2024-01-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,6.68,18.7,20.04,34.07,11.39,14.81,99.85,15.98,83.56
2024-02-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,9.38,26.26,28.14,47.84,14.67,19.07,139.26,22.28,115.45
2024-03-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,8.78,24.58,26.34,44.78,15.96,20.75,145.79,23.33,113.44
2024-04-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,3.93,11,11.79,20.04,17.52,22.78,69.19,11.07,64.89
2024-05-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,7.17,20.08,21.51,36.57,27.19,35.35,146.18,23.39,115.39
2024-06-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,6.33,17.72,18.99,32.28,20.39,26.51,64.02,10.24,86.75
2024-07-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,8.06,22.57,24.18,41.11,21.65,28.14,132.53,21.2,113.02
2024-08-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,6.5,18.2,19.5,33.15,29.67,38.57,72.06,11.53,101.45
2024-09-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,4.94,13.83,14.82,25.19,12.68,16.48,93.83,15.01,70.51
2024-10-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,3.09,8.65,9.27,15.76,15.81,20.55,55.41,8.87,53.83
2024-11-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,6.01,16.83,18.03,30.65,18.51,24.06,79.09,12.65,84.19
2024-12-01,548,occupied,7699523,Samantha Barnes,5,1200,2,30,7.46,20.89,22.38,38.05,21.18,27.53,92.1,14.74,101.21
2020-02-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,7.35,20.58,22.05,37.48,19.04,24.75,63.11,10.1,92.91
2020-03-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,6.47,18.12,19.41,33,13.33,17.33,53.28,8.52,76.97
2020-04-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,5.16,14.45,15.48,26.32,15.19,19.75,101.5,16.24,76.76
2020-05-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,3.55,9.94,10.65,18.1,29.71,38.62,87.68,14.03,80.69
2020-06-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,6.82,19.1,20.46,34.78,13.11,17.04,91.85,14.7,85.62
2020-07-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,9.4,26.32,28.2,47.94,23.22,30.19,74.63,11.94,116.39
2020-08-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,7.5,21,22.5,38.25,29.17,37.92,121.28,19.4,116.57
2020-09-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,9.83,27.52,29.49,50.13,26.76,34.79,59.55,9.53,121.97
2020-10-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,8.07,22.6,24.21,41.16,20.91,27.18,140.9,22.54,113.48
2020-11-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,6.96,19.49,20.88,35.5,28.79,37.43,137.15,21.94,114.36
2020-12-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,3.6,10.08,10.8,18.36,29.54,38.4,132.79,21.25,88.09
2021-01-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,5.73,16.04,17.19,29.22,18.67,24.27,109.64,17.54,87.07
2021-02-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,6.33,17.72,18.99,32.28,22.11,28.74,60.96,9.75,88.49
2021-03-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,3,8.4,9,15.3,16.58,21.55,76.65,12.26,57.51
2021-04-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,9.56,26.77,28.68,48.76,25.8,33.54,133.6,21.38,130.45
2021-05-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,4.87,13.64,14.61,24.84,10.27,13.35,129.15,20.66,72.49
2021-06-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,8.77,24.56,26.31,44.73,14.1,18.33,56.01,8.96,96.58
2021-07-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,6.46,18.09,19.38,32.95,27.99,36.39,134.2,21.47,108.9
2021-08-01,548,occupied,9352075,Joshua Ortiz,2,1200,2,30,8.7,24.36,26.1,44.37,28.74,37.36,67.04,10.73,116.82
2020-01-01,548,vacant,0,null,0,1200,2,5,0,0,0,0,0.05,0.07,0.22,0.04,0.11
2021-09-01,548,vacant,0,null,0,1200,2,27,0.69,1.93,2.07,3.52,0.58,0.75,1.64,0.26,6.46
2022-03-01,548,vacant,0,null,0,1200,2,23,0.7,1.96,2.1,3.57,0.55,0.72,2.81,0.45,6.7
2022-04-01,548,vacant,0,null,0,1200,2,2,0.02,0.06,0.06,0.1,0.03,0.04,0.11,0.02,0.22
2023-01-01,548,vacant,0,null,0,1200,2,9,0.13,0.36,0.39,0.66,0.16,0.21,0.92,0.15,1.38
2023-06-01,548,vacant,0,null,0,1200,2,5,0.03,0.08,0.09,0.15,0.11,0.14,0.79,0.13,0.5
2023-09-01,548,vacant,0,null,0,1200,2,4,0.09,0.25,0.27,0.46,0.1,0.13,0.58,0.09,0.93
2025-01-01,548,vacant,0,null,0,1200,2,19,0.24,0.67,0.72,1.22,0.59,0.77,1.21,0.19,2.85
2020-01-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,3.28,9.18,9.84,16.73,19.28,25.06,116.93,18.71,69.68
2020-02-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,6.43,18,19.29,32.79,23.66,30.76,146.58,23.45,105
2020-03-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,3.32,9.3,9.96,16.93,13.18,17.13,99.8,15.97,59.33
2020-04-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,4.87,13.64,14.61,24.84,19.76,25.69,126.08,20.17,84.34
2020-05-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,8.35,23.38,25.05,42.58,13.12,17.06,53.78,8.6,91.62
2020-06-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,8.74,24.47,26.22,44.57,25.05,32.57,85.95,13.75,115.36
2020-07-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,4.15,11.62,12.45,21.17,17.59,22.87,93.59,14.97,70.63
2020-08-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,6.09,17.05,18.27,31.06,13.88,18.04,76.79,12.29,78.44
2020-09-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,8.91,24.95,26.73,45.44,26.91,34.98,97.04,15.53,120.9
2020-10-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,4.4,12.32,13.2,22.44,16.03,20.84,123,19.68,75.28
2020-11-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,9.34,26.15,28.02,47.63,20.12,26.16,140.3,22.45,122.39
2020-12-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,5.41,15.15,16.23,27.59,28.29,36.78,77.62,12.42,91.94
2021-01-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,3.39,9.49,10.17,17.29,10.96,14.25,55.68,8.91,49.94
2021-02-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,9.42,26.38,28.26,48.04,12.81,16.65,54.72,8.76,99.83
2021-03-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,8.15,22.82,24.45,41.57,21,27.3,145.95,23.35,115.04
2021-04-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,3.61,10.11,10.83,18.41,12.1,15.73,132.71,21.23,65.48
2021-05-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,9.78,27.38,29.34,49.88,11.21,14.57,67.57,10.81,102.64
2021-06-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,3.46,9.69,10.38,17.65,19.13,24.87,83.08,13.29,65.5
2021-07-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,4.21,11.79,12.63,21.47,25.72,33.44,124.44,19.91,86.61
2021-08-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,3.53,9.88,10.59,18,16.66,21.66,114.29,18.29,67.83
2021-09-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,8.8,24.64,26.4,44.88,18.97,24.66,126.67,20.27,114.45
2021-10-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,7.81,21.87,23.43,39.83,24.29,31.58,104.13,16.66,109.94
2021-11-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,4.39,12.29,13.17,22.39,11.06,14.38,69.5,11.12,60.18
2021-12-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,5.42,15.18,16.26,27.64,15.17,19.72,98.35,15.74,78.28
2022-01-01,549,occupied,3311987,Shannon Prince,1,1200,1,30,6.72,18.82,20.16,34.27,14.42,18.75,133.4,21.34,93.18
2024-01-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,3.98,11.14,11.94,20.3,18.09,23.52,93.44,14.95,69.91
2024-02-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,9.44,26.43,28.32,48.14,23.02,29.93,65.51,10.48,114.98
2024-03-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,4.29,12.01,12.87,21.88,22.79,29.63,112.07,17.93,81.45
2024-04-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,8.9,24.92,26.7,45.39,24.27,31.55,119.03,19.04,120.9
2024-05-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,3.29,9.21,9.87,16.78,21.69,28.2,113.75,18.2,72.39
2024-06-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,6.09,17.05,18.27,31.06,18.63,24.22,124.62,19.94,92.27
2024-07-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,9.07,25.4,27.21,46.26,14.88,19.34,99.69,15.95,106.95
2024-08-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,5.12,14.34,15.36,26.11,19.34,25.14,87.08,13.93,79.52
2024-09-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,7.62,21.34,22.86,38.86,26.56,34.53,104.24,16.68,111.41
2024-10-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,7.26,20.33,21.78,37.03,17.02,22.13,74.11,11.86,91.35
2024-11-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,6.49,18.17,19.47,33.1,28.76,37.39,71.74,11.48,100.14
2024-12-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,3.41,9.55,10.23,17.39,22.48,29.22,65.66,10.51,66.67
2025-01-01,549,occupied,7104004,Jeremy Berger,3,1200,1,30,3.63,10.16,10.89,18.51,26.57,34.54,75.73,12.12,75.33
2022-03-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,4.66,13.05,13.98,23.77,27.68,35.98,79.85,12.78,85.58
2022-04-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.59,18.45,19.77,33.61,18.91,24.58,119.9,19.18,95.82
2022-05-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,5.64,15.79,16.92,28.76,14.33,18.63,114.44,18.31,81.49
2022-06-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,7.803488353,21.85,29.53790169,50.21,70.13840995,91.18,210.3536504,33.66,196.9
2022-07-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.72,18.82,20.16,34.27,29.7,38.61,95.14,15.22,106.92
2022-08-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,7.86,22.01,23.58,40.09,16.87,21.93,53.39,8.54,92.57
2022-09-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,4.94,13.83,14.82,25.19,29.49,38.34,72.85,11.66,89.02
2022-10-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.3,17.64,18.9,32.13,29.02,37.73,146.71,23.47,110.97
2022-11-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,7.33,20.52,21.99,37.38,14.01,18.21,104.26,16.68,92.79
2022-12-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,7.94,22.23,23.82,40.49,13.72,17.84,88.91,14.23,94.79
2023-01-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,8.2,22.96,24.6,41.82,25.36,32.97,76.27,12.2,109.95
2023-02-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,3.59,10.05,10.77,18.31,14.47,18.81,146.76,23.48,70.65
2023-03-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.22,17.42,18.66,31.72,23.2,30.16,120.72,19.32,98.62
2023-04-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.55,18.34,19.65,33.4,20.16,26.21,81.79,13.09,91.04
2023-05-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.25,17.5,18.75,31.88,16.39,21.31,87.65,14.02,84.71
2023-06-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,6.47,18.12,19.41,33,25.11,32.64,78.79,12.61,96.37
2023-07-01,549,occupied,8695808,Terry Miranda,4,1200,1,30,7.87,22.04,23.61,40.14,16.44,21.37,72.28,11.56,95.11
2022-02-01,549,vacant,0,null,0,1200,1,25,14.55,40.74,43.65,74.21,0.41,0.53,2.35,0.38,115.86
2023-08-01,549,vacant,0,null,0,1200,1,18,0.54,1.51,1.62,2.75,0.23,0.3,2.54,0.41,4.97
2023-12-01,549,vacant,0,null,0,1200,1,29,0.54,1.51,1.62,2.75,0.3,0.39,1.87,0.3,4.95
2020-01-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.33,12.12,12.99,22.08,18.39,23.91,149.99,24,82.11
2020-02-01,550,occupied,2290893,Terri Graham,1,1200,1,30,5.11,14.31,15.33,26.06,16.54,21.5,114.59,18.33,80.2
2020-03-01,550,occupied,2290893,Terri Graham,1,1200,1,30,3.73,10.44,11.19,19.02,13.87,18.03,141.29,22.61,70.1
2020-04-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.66,13.05,13.98,23.77,13.31,17.3,89.35,14.3,68.42
2020-05-01,550,occupied,2290893,Terri Graham,1,1200,1,30,3.56,9.97,10.68,18.16,19.32,25.12,129.39,20.7,73.95
2020-06-01,550,occupied,2290893,Terri Graham,1,1200,1,30,5.01,14.03,15.03,25.55,23.71,30.82,131.68,21.07,91.47
2020-07-01,550,occupied,2290893,Terri Graham,1,1200,1,30,5.69,15.93,17.07,29.02,11.67,15.17,118.15,18.9,79.02
2020-08-01,550,occupied,2290893,Terri Graham,1,1200,1,30,7.21,20.19,21.63,36.77,21.99,28.59,131.13,20.98,106.53
2020-09-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.51,12.63,13.53,23,28.81,37.45,95.4,15.26,88.34
2020-10-01,550,occupied,2290893,Terri Graham,1,1200,1,30,8.1,22.68,24.3,41.31,20.91,27.18,71.91,11.51,102.68
2020-11-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.26,11.93,12.78,21.73,21.45,27.89,105.79,16.93,78.48
2020-12-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.49,12.57,13.47,22.9,19.07,24.79,113.93,18.23,78.49
2021-01-01,550,occupied,2290893,Terri Graham,1,1200,1,30,7.6,21.28,22.8,38.76,13.28,17.26,85.46,13.67,90.97
2021-02-01,550,occupied,2290893,Terri Graham,1,1200,1,30,7.52,21.06,22.56,38.35,29.21,37.97,86.76,13.88,111.26
2021-03-01,550,occupied,2290893,Terri Graham,1,1200,1,30,6.63,18.56,19.89,33.81,12.26,15.94,134.6,21.54,89.85
2021-04-01,550,occupied,2290893,Terri Graham,1,1200,1,30,9.73,27.24,29.19,49.62,20.76,26.99,97.27,15.56,119.41
2021-05-01,550,occupied,2290893,Terri Graham,1,1200,1,30,5.98,16.74,17.94,30.5,21.95,28.54,131.64,21.06,96.84
2021-06-01,550,occupied,2290893,Terri Graham,1,1200,1,30,8.67,24.28,26.01,44.22,17.58,22.85,63.07,10.09,101.44
2021-07-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.17,11.68,12.51,21.27,21.68,28.18,63.27,10.12,71.25
2021-08-01,550,occupied,2290893,Terri Graham,1,1200,1,30,7.38,20.66,22.14,37.64,19.61,25.49,61.6,9.86,93.65
2021-09-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.89,13.69,14.67,24.94,25.46,33.1,75.36,12.06,83.79
2021-10-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.52,12.66,13.56,23.05,18.98,24.67,106.77,17.08,77.46
2021-11-01,550,occupied,2290893,Terri Graham,1,1200,1,30,9.49,26.57,28.47,48.4,26.25,34.12,90.16,14.43,123.52
2021-12-01,550,occupied,2290893,Terri Graham,1,1200,1,30,7.18,20.1,21.54,36.62,21.37,27.78,50.91,8.15,92.65
2022-01-01,550,occupied,2290893,Terri Graham,1,1200,1,30,4.63,12.96,13.89,23.61,27.36,35.57,67.55,10.81,82.95
2022-02-01,550,occupied,2290893,Terri Graham,1,1200,1,30,6.61,18.51,19.83,33.71,29.66,38.56,63.38,10.14,100.92
2022-03-01,550,occupied,2290893,Terri Graham,1,1200,1,30,6.08,17.02,18.24,31.01,29.22,37.99,138.8,22.21,108.23
2022-04-01,550,occupied,2290893,Terri Graham,1,1200,1,30,5.6,15.68,16.8,28.56,23.11,30.04,71.29,11.41,85.69
2022-05-01,550,occupied,2290893,Terri Graham,1,1200,1,30,6.32,17.7,18.96,32.23,28.32,36.82,113.39,18.14,104.89
2022-07-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,7.38,20.66,22.14,37.64,20.01,26.01,108.03,17.28,101.59
2022-08-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,5.78,16.18,17.34,29.48,27.45,35.69,121.63,19.46,100.81
2022-09-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,4.03,11.28,12.09,20.55,11,14.3,140.6,22.5,68.63
2022-10-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,17.45222351,48.87,29.27888945,49.77,63.02994989,81.94,149.0470065,23.85,204.43
2022-11-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,3.07,8.6,9.21,15.66,24.66,32.06,115.85,18.54,74.86
2022-12-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,9.57,26.8,28.71,48.81,18.17,23.62,110.82,17.73,116.96
2023-01-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,8.07,22.6,24.21,41.16,28.78,37.41,130.03,20.8,121.97
2023-02-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,9.93,27.8,29.79,50.64,10.77,14,118.73,19,111.44
2023-03-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,7.68,21.5,23.04,39.17,14.57,18.94,71.64,11.46,91.07
2023-04-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,5.32,14.9,15.96,27.13,25.81,33.55,141.48,22.64,98.22
2023-05-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,9.32,26.1,27.96,47.53,21.16,27.51,134.17,21.47,122.61
2023-06-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,3.29,9.21,9.87,16.78,14.31,18.6,52.08,8.33,52.92
2023-07-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,5.01,14.03,15.03,25.55,21.52,27.98,100.45,16.07,83.63
2023-08-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,5.77,16.16,17.31,29.43,28.42,36.95,51.41,8.23,90.77
2023-09-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,9.3,26.04,27.9,47.43,14.71,19.12,88.23,14.12,106.71
2023-10-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,4.83,13.52,14.49,24.63,13.13,17.07,107.52,17.2,72.42
2023-11-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,4.3,12.04,12.9,21.93,16.9,21.97,70,11.2,67.14
2023-12-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,5.13,14.36,15.39,26.16,16.44,21.37,88.87,14.22,76.11
2024-01-01,550,occupied,7389609,Chelsea Thomas,4,1200,1,30,6.1,17.08,18.3,31.11,21.35,27.76,118.45,18.95,94.9
